id_exercises ;name_of_exercises;exercises_description;equipment;rating
1454;Floor rope climb;The floor rope climb is an exercise that involves performing partial rope climbs in a prone position with the feet on the floor. It can help prepare someone for full rope climbs, but also trains the muscles of the back, biceps, and grip. It can be done for time or reps.;Other;7
1455;Overhead Lat;none;Other;8
1456;Around-the-world pull-up;The around-the-world pull-up is a more advanced version of the classic pull-up. It focuses stress more directly on the individual arms or sides of the back, while also boosting the time under tension at the top of each rep. It can be used as a progression toward a one-arm pull-up, or simply as a way to increase the challenge and variety of your pull-up training.;Other;7
1457;L-sit chin-up;The L-sit chin-up is an exercise targeting the back, biceps, core, and overall upper-body strength. It is considered significantly more difficult than standard chin-ups, and as such, is often performed for relatively low reps, such as 5-8 reps per set or less, with a focus on strength and form.;Other;8
1458;Back Flyes - Gethin Variation;The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.;Other;7
1459;Incline straight-arm pull-over;The incline straight-arm pull-over is an upper-body exercise targeting the chest and lats (latissimus dorsi). Performing it on an incline bench emphasizes the stretch on the chest in particular. If this movement causes pain in the front of the shoulders, perform it with a more limited range of motion or try pull-overs using a high cable stack instead. Pull-over variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of chest or back-focused upper-body training.;Other;8
1460;Machine high row;none;Other;7
1461;AM T-Bar Row;none;Other;8
1462;Assisted Single-Arm Pull-Up;none;Other;7
1463;Assisted Single-Arm Chin-Up;none;Other;8
1464;Holman Renegade Punch-Under;none;Other;7
1465;Holman Renegade Row to Split Jump;none;Other;9
1466;Holman Dirty Dog to Renegade Row;none;Other;7
1467;Holman Renegade Row to Side Punch to Forward Punch;none;Other;7
1468;Standing dumbbell knee crunch;The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.;Other;7
1469;Close-grip pull-down;The close-grip pull-down is a variation on the lat pull-down that is performed with an overhand grip and the hands slightly closer than shoulder-width apart. This increases the range of motion beyond wider grips, and may increase the time under tension in each rep. This variation is usually performed for moderate to high reps as part of a back or upper-body workout.;Cable;7
1470;Shotgun row;The shotgun row is a single-arm row variation utilizing a cable stack in a staggered stance. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high-reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.;Cable;8
1471;Close-Grip Front Lat Pulldown;The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;8
1472;Straight-arm rope pull-down;The straight-arm rope pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine and a rope grip. It can either be performed in an athletic upright stance, or slightly bent over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, such as 8-15 reps or more.;Cable;8
1473;Lat pull-down;The lat pull-down is a cable-based exercise that's ubiquitous in gyms around the world. This back builder is easy to learn and highly effective at building back size and strength. It's usually trained in moderate to high reps, such as 8-12 reps per set. If grip strength is a limitation, you can wear wrist straps.;Cable;8
1474;Straight-Arm Pulldown;The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.;Cable;8
1475;Single-arm kneeling lat pull-down;The single-arm kneeling lat pull-down is a variation of the lat pull-down exercise performed one arm at a time, with the knees on the ground, rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.;Cable;8
1476;Elevated Cable Rows;The cable seated row is a popular exercise to train the muscles of the upper back, including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, using a cable stack. It also targets the biceps to a lesser degree. The cable row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Cable;8
1477;Full Range-Of-Motion Lat Pulldown;none;Cable;8
1478;Kneeling lat pull-down;The kneeling lat pull-down is a variation of the lat pull-down exercise performed with the knees on the ground rather than sitting on a bench or machine. It has all of the same benefits of a lat pull-down performed on a bench or machine, in addition to providing further activation to the core and lower body.;Cable;8
1479;Behind-the-neck pull-down;The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you target the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, particularly for people with existing shoulder problems.;Cable;8
1480;Straight-arm cable pull-over;The straight-arm cable pull-over is an exercise that focuses on the muscles of the lats (latissimus dorsi) and chest using a cable stack and a flat bench. It is most commonly used for higher reps, such as 10-15 or more, in muscle-building workouts. It is also an effective substitute for dumbbell pull-overs or a pull-over machine, if you don't have access to them or they aggravate your shoulders.;Cable;8
1481;Cable Straight-Arm Pulldown - Gethin Variation;The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.;Cable;8
1482;Rope Lat Pull-down - Gethin Variation;The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;8
1483;Straight-Arm Pull-Down - Gethin Variation;The straight-arm bar pull-down is a variation of the straight-arm lat pull-down performed using a cable stack machine. It can either be performed in an athletic upright stance, or slightly bent-over. It both stretches and contracts the muscles of the lats (latissimus dorsi) as well as providing additional activation to the other upper back muscles and the core. Because the triceps are also isometrically involved in the movement, it is usually performed for higher reps, like 8-15 reps or above.;Cable;8
1484;High-cable standing row;The high-cable standing row is an exercise targeting the lats. The high position allows for more engagement of the upper back, as well, specifically the rhomboids and teres major.;Cable;8
1485;Lat Pull-down - Gethin Variation;The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;8
1486;Wide-Grip Lat Pull-Down - Gethin Variation;The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;8
1487;Behind-The-Neck Pull-Down - Gethin Variation;The behind-the-neck pull-down is a cable exercise intended to target the muscles of the upper and middle back. If you have the requisite shoulder mobility, it can help you targets the upper back muscles, including the trapezius and rhomboids, as well as the lats (latissimus dorsi). It is popular among elite bodybuilders and physique athletes, but some coaches consider it unsafe to the shoulder joint, in particular to people with existing shoulder problems.;Cable;8
1488;Single-Arm Cable Row - Gethin Variation;The single-arm cable seated row is a version of the cable row movement that train the muscles of the upper back one side at a time. It targets a wide range of muscles including the lats (latissimus dorsi), traps, rhomboids, and rear deltoids, as well as the biceps. The single-arm row can work well in a variety of rep-ranges, but is most popular in muscle-building workouts or as an accessory movement for strength workouts.;Cable;8
1489;Scapular Rows;none;Cable;8
1490;Standing V-Grip Cable Rows;none;Cable;8
1491;AM Close-Grip Pull-Down;The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;8
1492;AM Wide-Grip Pull-Down;The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;7
1493;UP Lat Pull-Down;The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Cable;7
1494;Reverse-grip lat pull-down;The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.;Machine;7
1495;Machine seated row;The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.;Machine;7
1496;Machine-assisted pull-up;The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.;Machine;7
1497;Single-arm pull-down;The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.;Machine;7
1498;Chest-Supported Smith Machine Row - Gethin Variation;none;Machine;7
1499;Single-arm machine high row;The single-arm machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine-based rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.;Machine;7
1500;Machine Pull-Over - Gethin Variation;none;Machine;7
1501;Seated Machine Row - Gethin Variation;The machine seated row is an exercise targeting the back muscles, emphasizing the mid- to upper-back.;Machine;7
1502;Wide-Grip Machine Row;none;Machine;7
1503;King Maker Lat Pull-Down;The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.;Machine;8
1504;Robertson Half-Kneeling Landmine Press;none;Machine;8
1505;Pullups;The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.;Body Only;8
1506;Pull-up;"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.";Body Only;8
1507;Muscle Up;none;Body Only;8
1508;Rope climb;none;Body Only;8
1509;Wide-Grip Rear Pull-Up;none;Body Only;8
1510;Side To Side Chins;none;Body Only;8
1511;Neutral-grip pull-up;none;Body Only;8
1512;Kipping Muscle Up;none;Body Only;8
1513;One Arm Against Wall;none;Body Only;8
1514;One Handed Hang;The single-arm hang is a static exercise that involves hanging from a bar by one hand. It is an advanced hanging exercise that demands above-average shoulder stability and grip strength, and may not be appropriate for some people. However, if someone is strong and stable enough to perform it, the movement can help build those same qualities.;Body Only;8
1515;Standing side bend stretch;"The standing side bend stretch is a stretching exercise targeting the obliques, the muscles that run along the side of the core. It is a common inclusion in dynamic warm-ups for the upper body, but can also be performed to help ""limber up"" for lifting or athletics anytime.";Body Only;8
1516;Burpee to pull-up;The burpee to pull-up is a variation of the bodyweight burpee in which the jump at the top of each rep leads into a jumping pull-up. It is popular in circuit-style and metcon workouts.;Body Only;8
1517;Negative pull-up;"The negative pull-up is a multijoint bodyweight exercise that focuses on just one half of the traditional pull-up: the lowering, eccentric, or ""negative"" portion. Because muscles are stronger eccentrically than they are concentrically, many people can perform negatives even if they can't perform full pull-ups. For this reason, it is a popular training tool to help people earn their first pull-up rep, or as a back-off exercise after doing full pull-ups.";Body Only;8
1518;Chin-Up;The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.;Body Only;9
1519;HM Superman Lat Pull;none;Body Only;9
1520;AM Pull-Up;The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.;Body Only;9
1521;UP Chin-Up;none;Body Only;9
1522;Holman Alternating Forward and Side Punch;none;Body Only;9
1523;Jump to pull-up;The jump to pull-up is a bodyweight exercise that targets the muscles of the back, biceps, and, to a lesser degree, legs. It involves jumping up to a pull-up bar between reps. Similar to a push-press, the legs help power through the most difficult portion of the pull-up, allowing you to perform more reps. Jumping pull-ups are often performed for moderate to high reps, such as 8-12 reps per set or more, as an accessory to other pulling or pull-up training, or as a full-body movement in a circuit or metcon.;Body Only;9
1524;Bent-over scapular slide;The bent-over scapular slide is an upper-body exercise that helps with scapular and shoulder mobility. It is commonly performed for time or reps as part of a dynamic warm-up for the upper body.;Body Only;9
1525;Iron cross stretch;The iron cross stretch is a bodyweight stretch that focuses on hip and thoracic spine mobility.;Body Only;9
1526;Total Fitness Standing Lat Stretch;none;Body Only;9
1527;King Maker Pull-Up;The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.;Body Only;9
1528;Medicine ball slam;none;Medicine Ball;8
1529;Catch and Overhead Throw;none;Medicine Ball;8
1530;FYR2 Bent-Over Medicine Ball Slam;none;Medicine Ball;8
1531;Dynamic Back Stretch;none;None;9
1532;Chair Lower Back Stretch;none;None;9
1533;Side-Lying Floor Stretch;none;None;9
1534;Band good morning-;The band good morning is an exercise targeting the hamstrings and glutes. It is often performed in powerlifting-style training for high reps, or in the place of barbell good mornings.;Bands;9
1535;FYR2 Monster Banded Good Morning;none;Bands;9
1536;Band deadlift;The band deadlift is a lower-body exercise that mainly targets the hamstrings while also benefiting the glutes and lats using a proper hip-hinging motion.;Bands;9
1537;Lower back SMR;"Lower back self-myofascial release (SMR) is a self-administered soft-tissue treatment, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quadratus lumborum or spinal erector (erector spinae) muscles of the lower back, some people find they can cause this often painful and tight area to relax or ""release."" Lower back SMR is often accompanied by SMR on the glutes or piriformis muscles, or by stretches that target the piriformis or hips. However, some people find that SMR on the lower back can aggravate existing pain or injury, so be cautious when performing it.";Foam Roll;9
1538;Barbell deficit deadlift;The barbell deficit deadlift is a compound exercise targeting the posterior chain. It is commonly utilized in powerlifting training to build pulling strength off the floor, but is also an effective muscle-building movement for the glutes and hamstrings. It is usually performed with lighter weight, and perhaps for higher reps, than traditional deadlifts. If these make your back sore, decrease the deficit and/or wear a weightlifting belt.;Barbell;9
1539;Deadlift with Bands;none;Barbell;9
1540;Deadlift with Chains;none;Barbell;9
1541;Rack Pull with Bands;none;Barbell;8
1542;Rack pull;The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can be used to strengthen deadlift lockout, but also as a deadlift alternative for people who can't deadlift from the floor without pain.;Barbell;8
1543;Seated Good Mornings;none;Barbell;8
1544;Stiff Leg Barbell Good Morning;none;Barbell;8
1545;Reverse Band Deadlift;none;Barbell;8
1546;Paul Carter Romanian Deadlift;The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.;Barbell;8
1547;TBS Good Morning;The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.;Barbell;8
1548;TBS Romanian Deadlift;The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.;Barbell;8
1549;Barbell deadlift-;"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.";Barbell;8
1550;Deadlift - Gethin Variation;"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.";Barbell;8
1551;Barbell good morning;The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.;Barbell;8
1552;UP Conventional Deadlift;"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.";Barbell;8
1553;30 Day Back Barbell Rack Pull;none;Barbell;8
1554;FYR Sumo Deadlift High Pull;The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.;Kettlebells;8
1555;Kettlebell deadlift;"The kettlebell deadlift is a foundational movement in kettlebell training. It's often taught as a buildup or regression to the kettlebell swing, as well as to instruct the ""hip hinge"" motion in a more approachable manner than with a barbell.";Kettlebells;8
1556;HM Kettlebell Swing;none;Kettlebells;7
1557;KV Romanian Deadlift with Kettlebell;none;Kettlebells;7
1558;FYR2 Kettlebell Good Morning;none;Kettlebells;7
1559;FYR2 Kettlebell Romanian Deadlift;none;Kettlebells;7
1560;FYR2 Kettlebell Staggered-Stance Deadlift;none;Kettlebells;7
1561;Dumbbell Fix Dumbbell Deadlift;none;Dumbbell;7
1562;Dumbbell skier;As the name suggests, the dumbbell skier takes the motion of skiing and replaces the poles with dumbbells. The hip and torso motion are similar to a kettlebell swing, as are the muscles it targets, including the hamstrings, glutes, upper back, and grip. However, unlike the traditional kettlebell swing, the arms are outside of the knees. This movement can be performed for time or for reps, but is usually performed for relatively high reps, such as 8-12 sets per rep or more, as part of a fat-loss or athleticism-focused circuit or workout.;Dumbbell;7
1563;TBS Dumbbell Romanian Deadlift;The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.;Dumbbell;7
1564;Stiff-Legged Dumbbell Deadlift - Gethin Variation;none;Dumbbell;7
1565;UNS Dumbbell Romanian Deadlift;none;Dumbbell;8
1566;Holman Slow Deadlift;none;Dumbbell;7
1567;Holman Deadlift to Overhead Press;none;Dumbbell;7
1568;Holman Staggered-Stance Deadlift;none;Dumbbell;7
1569;Holman Deadlift to Front Raise;none;Dumbbell;8
1570;Holman Deadlift to Chest Press;none;Dumbbell;9
1571;Holman Deadlift to Squat Thrust;none;Dumbbell;8
1572;Holman Deadlift to Biceps Curl;none;Dumbbell;8
1573;Dumbbell kickstand deadlift;The dumbbell kickstand deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The kickstand position can help focus the stretch and contraction on each individual leg, similar to a single-leg Romanian deadlift, while presenting less of a balance challenge. It can be performed in low reps, such as 5-8 reps per set, for strengthening the posterior chain, or for higher reps for muscle growth.;Dumbbell;9
1574;Single-leg stiff-legged deadlift to row;The single-leg stiff-legged deadlift to row takes two popular strength moves and combines them into one full-body blaster. Between the deadlift and the row, you'll target the glutes, hamstrings, quads, back, and biceps. Because balance can be a challenge, this movement is usually done with relatively light weights for high reps, such as 8-12 reps per set or more.;Dumbbell;8
1575;FYR2 Dumbbell Deadlift;none;Dumbbell;8
1576;FYR2 Dumbbell Deadlift to Dumbbell Upright Row;none;Dumbbell;9
1577;Atlas Stones;none;Other;8
1578;Axle Deadlift;none;Other;9
1579;Atlas Stone Trainer;none;Other;8
1580;Partner Flat-Bench Back Extension;"The partner bench back extensionis a clever way to perform this exercise, which works the spinal erectors in the lower back. There are machines and angled apparatus that allow this exercise to performed solo; but, lacking those, all you need is a bench and a workout partner.";Other;9
1581;Keg Load;none;Other;8
1582;Partner bench back extension;The partner bench back extension is a clever way to target the glutes and spinal erector muscles. There are machines and angled benches that allow this exercise to be performed solo, but, lacking those, all you need is a bench and a workout partner. It is usually performed for high reps as a burnout or accessory movement for lower-body training.;Other;9
1583;Rack Pull - Gethin Variation;The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.;Other;8
1584;Hex Bar Deadlift - Gethin Variation;The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter’s center of gravity, rather than placing it in front of their body. The trap bar deadlift can be trained in traditional strength and muscle-focused rep range, or for higher reps. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstring, lower back, lats, upper back, and grip.;Other;9
1585;Holman Deadlift;none;Other;8
1586;ACFT Low-handle trap bar deadlift;The low-handle trap bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. This specific exercise is part of the new Army Combat Fitness Test or ACFT. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.;Other;9
1587;Neutral-grip lat pull-down;The neutral-grip lat pull-down is a variation on the lat pull-down that uses a handle with a neutral (palms facing in) grip. This arrangement helps to build lat width and target the upper lats. This movement is usually performed for moderate to high reps, such as 8-12 per set or higher, as part of an upper-body or back-focused workout.;Cable;8
1588;Seated cable deadlift;The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.;Cable;9
1589;Cable stiff-legged deadlift;The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.;Cable;8
1590;Single-leg cable stiff-legged deadlift;The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.;Cable;9
1591;UNS Banded Dumbbell Romanian Deadlift;none;Cable;8
1592;Seated Back Extension;none;Machine;9
1593;Back extension;The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.;Body Only;8
1594;Hyperextensions With No Hyperextension Bench;none;Body Only;9
1595;Superman;The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.;Body Only;8
1596;Hug A Ball;none;Body Only;9
1597;Child's pose;none;Body Only;8
1598;Pelvic Tilt Into Bridge;none;Body Only;9
1599;Hug Knees To Chest;none;Body Only;8
1600;Pyramid;none;Body Only;9
1601;Partner Superman with alternating high-five;The partner Superman with alternating high-five is an exercise in which both partners perform isometric holds for reps, high-fiving each other in between. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or as part of a core or back-focused workout or finisher.;Body Only;8
1602;Yoga plex;The yoga plex is a stretch that combines elements of the downward facing dog yoga pose with the “world’s greatest stretch.” It is most commonly performed as part of a dynamic warm-up, to limber up muscles from head to toe, raise the body’s core temperature, and mobilize the hips, upper back, and shoulders.;Body Only;9
1603;TBS Back Extension;The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.;Body Only;8
1604;Lower Back Stretch - Yates Variation;The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.;Body Only;9
1605;Hyperextension - Gethin Variation;The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.;Body Only;8
1606;Back Extension - Gethin Variation;The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.;Body Only;9
1607;HM Banana Stretch;none;Body Only;8
1608;HM T-Spine Stretch on Wall;none;Body Only;9
1609;HM Child's Pose;none;Body Only;8
1610;HM Cobra;none;Body Only;9
1611;HM Cobra With Arm Retraction;none;Body Only;8
1612;HM Dive-Bomber;none;Body Only;9
1613;HM Downward-Facing Dog Pose;none;Body Only;8
1614;HM Downward Dog To Left Leg Extension To Warrior Pose;none;Body Only;9
1615;HM Downward Dog To Right Leg Extension To Warrior Pose;none;Body Only;8
1616;HM Spine Twist;none;Body Only;9
1617;HM Good Morning;none;Body Only;8
1618;HM Rag Doll;none;Body Only;9
1619;HM Upward-Facing Dog Pose;none;Body Only;8
1620;Superman-;none;Body Only;9
1621;Weighted back extension;none;Body Only;8
1622;MetaBurn Alternating Superman;none;Body Only;9
1623;MetaBurn Swimmer;none;Body Only;8
1624;Dancer's Stretch;none;None;9
1625;Cat Stretch;none;None;8
1626;Crossover Reverse Lunge;none;None;9
1627;Standing Pelvic Tilt;none;None;8
1628;Exercise ball weighted hyperextension;The exercise ball weighted hyperextension is an exercise that strengthens the lower back. If balance is an issue, have someone hold your feet.;Exercise Ball;9
1629;Exercise ball rear delt fly;The exercise ball rear delt fly is a dumbbell exercise targeting the rear heads of the shoulders, as well as the muscles of the upper-middle back. Lying prone on an exercise ball offers support to perform the movement. It is generally performed for moderate to high reps as a part of upper body or shoulder training.;Exercise Ball;8
1630;Lying rear delt Y;The lying rear delt Y works the shoulders, specifically the rear heads, as well as the lower trapezius muscles. At the top of the motion, the arms and torso form a Y—hence the name. Shoulder Y variations are usually performed with light weights as a warm-up or prehab movement for upper-body training, or as a burnout on shoulder day.;Exercise Ball;9
1631;Partner Facing Feet-Elevated Side Plank With Band Row;;Bands;8
